Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9953116680345228,0.04165835851623166,0.4576878631547574,0.4460295995877635,14.219446658725168,0.3458388149738312
2,0.9978612870939316,0.03055800526372848,0.6634927842886217,0.6568438697245813,17.241164531126866,0.5748535394668579
3,1.0033619605725812,0.022502216035800597,0.3185638040304184,0.3182422151969325,17.669218540725737,0.6162788271903992
4,0.9960539435186694,0.017430938837388832,0.2908096756761705,0.28232399846715817,18.939494556601687,0.7516213059425354
5,1.0007722848846066,0.013802103834947751,0.03378254691876102,0.03362480145701159,19.205771528686533,0.8092104196548462
6,1.0000001930421398,0.011697735452663994,5.442795740951411e-07,7.376221512065864e-07,21.46927297474212,0.784261167049408
7,0.9999999090548485,0.01050552178564812,2.866736308442742e-07,1.9601319140341376e-07,18.23946793721493,0.7691570520401001
8,0.9999999469326388,0.00983516680106761,2.6060107468991275e-07,2.0833155606438424e-07,20.01196774596099,0.8017289042472839
9,0.9999999771195073,0.009280163144332266,2.5276656870409275e-07,2.2599452937920267e-07,21.423663194179756,0.8537067174911499
10,0.9999999696208585,0.008999761766303451,2.1102687312268686e-07,1.807073206073953e-07,21.907383936900832,0.857104480266571
11,1.0000004749144278,0.008470551309085661,4.5071967864917304e-07,8.954720770897412e-07,21.57303812738149,0.8746159672737122
12,0.9999997292795489,0.008176557895457072,5.396998608882965e-07,2.71012423577322e-07,23.0585307664371,0.8706649541854858
13,0.9999999821186065,0.007970308498930066,1.8573575579377673e-07,1.6996667508295744e-07,21.261477534109204,0.8161876797676086
14,1.000000003653188,0.0076580405610823825,1.2555096524937647e-07,1.279088949345987e-07,22.100830348678162,0.8550562858581543
15,1.0000000134591134,0.007564981525102931,1.1626070599398995e-06,1.1599986648991622e-06,24.625863412056,0.9260749220848083
16,0.9999999700054045,0.0074581317025266824,6.91555391427601e-07,6.622135483957261e-07,23.12029771860167,0.8842465281486511
17,0.9999998780988878,0.00704598352012615,5.972238660516126e-07,4.778041352136872e-07,22.90068321815327,0.8698893189430237
18,0.9999998394520052,0.006960127710725271,8.853617736293231e-07,7.285007428053606e-07,20.95856611467895,0.8742272257804871
19,0.9999999928858972,0.006981583830389765,5.00211139943449e-07,4.949458814205406e-07,20.6602249360879,0.8760539889335632
20,0.999999935396256,0.0071077353779166455,5.84618687742772e-07,5.227036629575484e-07,23.221722102894095,0.9050153493881226
21,0.9999727856728339,0.006503597821950192,0.0005862971586146086,0.0006191485851804155,21.825748853849728,0.8669724464416504
22,0.9999997911914702,0.006284890509390783,3.048446368110714e-07,1.1251902435077254e-07,21.43787351542809,0.8726474642753601
23,1.0000000311482338,0.006179042145489685,1.260945863917584e-07,1.574449158022924e-07,23.458684099397313,0.8957066535949707
24,0.9999998554106682,0.0063536781502226665,1.9951386905645345e-07,5.731245854084232e-08,25.40581793102884,0.9307998418807983
25,1.0000000146127517,0.0059924127939607824,6.026957587611506e-08,7.508395921998071e-08,21.573401169613028,0.8732732534408569
26,1.0000010946104603,0.005813759076409042,1.3157825497656598e-05,1.239535101127435e-06,22.545418374654027,0.8748621344566345
27,1.0000045509107651,0.006053421898714957,1.6069112751793257e-07,5.226728181119152e-10,23.613445510012507,0.9076182246208191
28,1.0,0.005875160289748061,4.101791705780583e-17,1.5487184653462487e-17,24.541167893216176,0.9030138850212097
29,1.0,0.00568424108993983,5.051598119438623e-16,6.035223608143763e-17,23.055896395149638,0.8870862722396851
30,1.0,0.0056090284852431185,5.43536111987499e-18,5.4487147781665084e-18,23.741186505480876,0.906369686126709
31,1.0,0.005580698927083323,6.020140329886197e-16,1.0908897227918282e-16,22.305373997408076,0.8656034469604492
32,1.0,0.005381284926026579,3.091812887838522e-17,5.281596888909512e-17,23.586050613676637,0.9072269201278687
33,1.0,0.005473623149878075,3.0886456425524295e-16,1.198793588254875e-16,22.950662272096555,0.9052110910415649
34,1.0,0.005348259604145442,1.5624918562847733e-15,7.868723985370014e-16,23.3031937752841,0.8911194205284119
35,1.0,0.0052995493613003245,6.74207233083565e-17,1.5141182237846182e-17,22.948921848625506,0.9083065986633301
