Epoch,Avg. Loss,PSNR,SSIM
1,0.013622088262726787,18.65756310084021,0.8687344789505005
2,0.0008718531197218682,30.595566740895116,0.8788295984268188
3,0.0008340792789901159,30.787926678375786,0.886283278465271
4,0.0008320313123522121,30.79860329327194,0.8898646235466003
5,0.0007748403980022171,31.107877444680653,0.8928700089454651
6,0.0007987233485531036,30.97603619937678,0.8873199820518494
7,0.0007713898078843394,31.12726103619876,0.88050377368927
8,0.0008445405009785979,30.73379518467454,0.887101411819458
9,0.000803045037548883,30.952600972985742,0.8968465328216553
10,0.0007437046217894532,31.285995195594182,0.8989711999893188
11,0.0006516204267165216,31.860053100737463,0.8910034894943237
12,0.0006484073415660429,31.88152076513883,0.8961325883865356
13,0.0006460136391331849,31.89758312751433,0.8989439606666565
14,0.0006447004971406804,31.906419948961208,0.8940125107765198
15,0.0006418145140318127,31.92590465968072,0.8956913352012634
16,0.0006404091100485206,31.93542498714541,0.9015409350395203
17,0.0006402536470184494,31.936479390204436,0.8839478492736816
18,0.0006373271666545076,31.956375689253065,0.8861418962478638
19,0.0006364640780621841,31.96226102834544,0.9046463966369629
20,0.000632847451834419,31.98700964249297,0.8961078524589539
21,0.0006241753789678289,32.04693366380875,0.8998394012451172
22,0.000623850864370675,32.04919218846349,0.888502836227417
23,0.0006236476025455449,32.050607428516415,0.8965981602668762
24,0.000623402493244395,32.052314651324586,0.8832123875617981
25,0.0006231786836488868,32.053874104895236,0.8963764309883118
26,0.0006228821901368388,32.05594086585919,0.8894637227058411
27,0.0006223360695495034,32.05975027309998,0.8896849155426025
28,0.0006218267807917623,32.063305777260474,0.8940208554267883
29,0.0006213293700218797,32.066781169534984,0.8839385509490967
30,0.0006209913062969938,32.06914479781023,0.8991459608078003
31,0.0006191872919017277,32.08177965622306,0.9026427268981934
32,0.0006190696879318216,32.082604602194145,0.8967117071151733
33,0.0006190040874836828,32.08306483183844,0.8925691246986389
34,0.0006189252366104704,32.08361808634998,0.8885853290557861
35,0.0006187957253417305,32.084526950808,0.9061211943626404
36,0.0006187066869367762,32.08515190131528,0.8945408463478088
37,0.0006186734060852149,32.08538551894451,0.8903048634529114
38,0.0006184912795964064,32.08666419316768,0.9036104083061218
39,0.000618344324465271,32.08769621072329,0.900875985622406
40,0.0006182648375542549,32.08825452337284,0.8936324715614319
41,0.0006177991094109951,32.09152722091818,0.9056813716888428
42,0.0006177740458861405,32.091703413651025,0.8981409668922424
43,0.0006177670759848216,32.09175241225785,0.9050735831260681
44,0.0006177313217219609,32.09200377444655,0.8987546563148499
45,0.0006177113697515284,32.09214404854785,0.90313321352005
46,0.0006177045762857085,32.09219181164704,0.9015967845916748
47,0.0006177064036126861,32.09217896413256,0.8872539401054382
48,0.0006176675569901601,32.092452093959594,0.8805873990058899
49,0.0006176326405240415,32.092697605594694,0.8965517282485962
50,0.0006175847410566581,32.093034428484195,0.9055389165878296
