Epoch,Avg. Loss,PSNR,SSIM
1,0.024547902962230906,16.099856021491842,0.7040442824363708
2,0.0028355876934163422,25.473569171743478,0.8048250079154968
3,0.00207922379818878,26.820987626707037,0.8083056211471558
4,0.0018518785613455943,27.32387495983837,0.8180819749832153
5,0.0017479888058970778,27.574613529102518,0.8353424668312073
6,0.0018117042253630198,27.41912702783737,0.8105435371398926
7,0.0016710724900191535,27.770047102906503,0.8200245499610901
8,0.0016073235833295146,27.938966830948804,0.8164851069450378
9,0.0017789494441061908,27.49836393938386,0.83243328332901
10,0.001677850833903922,27.752466519054046,0.8225555419921875
11,0.0016336148148592636,27.86850336727259,0.8337975740432739
12,0.0015489337395648568,28.09967160134174,0.8201918601989746
13,0.0018079547230534408,27.42812449841997,0.83786541223526
14,0.0015474228183643855,28.103910033058245,0.8277767896652222
15,0.0015213697844622086,28.177652134074357,0.8480247259140015
16,0.0015470061608000981,28.10507956762068,0.8348904848098755
17,0.0018014260401417101,27.443835636927865,0.8320643901824951
18,0.0015090462651902012,28.212974451755045,0.8415381908416748
19,0.001476294368182366,28.308270370043594,0.8433573246002197
20,0.0017830717961817067,27.488311694114223,0.7971147894859314
21,0.001556695450800566,28.0779634374138,0.8241193294525146
22,0.0015350917558546882,28.138656606620938,0.8280651569366455
23,0.0015228963670872,28.173296493451822,0.8445785641670227
24,0.0015231405256544144,28.17260026604282,0.830730140209198
25,0.0015171058024564873,28.18984130603686,0.8377500772476196
26,0.0015094175255306217,28.21190611813115,0.842755138874054
27,0.001510589419179881,28.20853561614149,0.8422720432281494
28,0.0015066970705187746,28.21974056130422,0.8343443870544434
29,0.0015029821340564865,28.230461818394378,0.8351593017578125
30,0.00150055463226246,28.237481881376976,0.8389526605606079
31,0.0015017009501782606,28.234165444412422,0.8380716443061829
32,0.0014947744262195667,28.254243410115443,0.8436754941940308
33,0.0014964179349683073,28.24947095307372,0.8243221640586853
34,0.0014935699125219668,28.257744436913406,0.8267000317573547
35,0.0014891747589584213,28.270543335454906,0.8317739963531494
36,0.001486019122091179,28.279756020389364,0.8397772908210754
37,0.0014801953648388082,28.29680960096949,0.8491349816322327
