Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.3996875656513717,0.3374514125883861,0.7642609546596822,0.14992696877293485,26.36134128696463,0.8053388595581055
2,0.17353667090649771,0.3303329233840374,0.8328459198996437,0.006382591132251959,26.969528450149426,0.8097130656242371
3,0.17261600252952636,0.3227154023738544,0.8339038310137691,0.006519833712268939,26.65887147518824,0.816410481929779
4,0.17445437278128406,0.3164507504634448,0.8323635027534446,0.006817875490749984,26.080970379157527,0.8017679452896118
5,0.17537092023752734,0.3111587509432507,0.8318060495357598,0.0071769700123726415,26.909397011785572,0.8132282495498657
6,0.18421846161320846,0.30645451845777427,0.841099520106623,0.022057298690219884,26.39354449810119,0.8045770525932312
7,0.4594511007767338,0.3055132080257599,0.7304927095024079,0.15161673300534112,26.992362938510155,0.8127595782279968
8,0.14638447932850512,0.29841322017741073,0.8647294826326954,0.01111396177228385,26.073892737586245,0.7753090858459473
9,0.14620406382393802,0.29561511171766514,0.8660476639410155,0.012251727859903973,27.16109971175775,0.8206822276115417
10,0.1757852745849157,0.29326629380746444,0.8591841579086955,0.032920648538683074,26.60749189448946,0.8045014142990112
11,0.19918943659052102,0.28798297535286405,0.8304414295587943,0.027270326441368026,26.935828523150885,0.7980188131332397
12,0.18822367968389658,0.2864688214782189,0.8266497932868033,0.014873472860571878,26.774123649880938,0.7976678013801575
13,0.19046437136538402,0.28397586397688673,0.825561052186516,0.016025423878761682,26.466665649000088,0.7881808280944824
14,0.19237706354846745,0.28152005156537663,0.8254131682225824,0.0177902317438027,26.59473355800735,0.8045393228530884
15,0.18606862712986538,0.2793318457850506,0.8346825827844907,0.020700584267022062,27.092754487664426,0.8178040385246277
16,0.15754532683322664,0.27748051989071226,0.8552200398811662,0.011803581113772442,27.345581218310638,0.8191904425621033
17,0.17353922847089212,0.2765713575814058,0.8313343286633631,0.004873556929150801,27.430000867339434,0.8210954070091248
18,0.16560947978490417,0.2750365835347678,0.8399276396039927,0.005546248826610146,26.414410054623247,0.7922433018684387
19,0.18780759615906817,0.2720050245956091,0.8288589093787126,0.015354133443764451,26.72529006746806,0.8053954243659973
20,0.10730194896119767,0.27053942568104966,0.9058031229562015,0.013105071983962938,26.34736760536413,0.8033181428909302
21,0.10830504214492123,0.2688586443780334,0.9064878719230536,0.014792914026534374,26.902027879291865,0.8061150312423706
22,0.11237245108002954,0.26741381497860245,0.9045392145927004,0.016911665696765325,27.098982764194876,0.8254184126853943
23,0.11457981381398949,0.2652474641037422,0.9066488666047482,0.021228680515086747,26.932461722599157,0.8011753559112549
24,0.3524055916173047,0.27185164806316214,0.7937953647082504,0.11499033774325869,27.024502323445738,0.8196372389793396
25,0.21728445544123642,0.2657878847612582,0.8424299275346643,0.04555932348190543,26.757249604346317,0.804023802280426
26,0.11046278830948154,0.2625759814807508,0.9004349304098224,0.010897718423781585,26.0153061761686,0.7967943549156189
27,0.11316823926177497,0.2622996321147644,0.8984806064411255,0.011648845719450684,26.696746092014152,0.8017287850379944
28,0.11074339074464805,0.2613245160692134,0.9017768102915125,0.012520201023288042,27.02237764005615,0.8130632638931274
29,0.11516567569807644,0.2601700423855068,0.899315005915801,0.014480681719317583,27.495733740135726,0.8232718706130981
30,0.17860893615639026,0.258843069232951,0.8534235118911266,0.028583116770834742,26.763291916090544,0.8005632758140564
