Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.7250144102097459,0.004158279018919915,0.61781521852233,0.30124988285766124,25.709160897069133,0.7777462601661682
2,0.5033850409846807,0.004310237327403585,0.7373083910241104,0.19181525497576857,25.824969767696764,0.7966926693916321
3,0.10777189298884889,0.004151490110533293,0.9424982733207733,0.04913741496665982,25.935693382754582,0.8079320192337036
4,0.3073008276973446,0.004120268127311961,0.76435803991159,0.05687488980323592,26.631803012262132,0.8007621169090271
5,0.3074159140156933,0.004073429623480621,0.7995087147145258,0.08842211181836727,26.08774353612274,0.7708320021629333
6,0.1171566678784111,0.004015043751487943,0.9120743472740975,0.0250283045051594,26.489120528113077,0.8046960234642029
7,0.08756450810364273,0.003965007499252179,0.9233886588103143,0.01095316704211166,26.862144576948094,0.8096650838851929
8,0.08946149861018923,0.003925448080106357,0.9225581499551453,0.01201964873720879,27.05038674220632,0.8118675947189331
9,0.09270043567861504,0.003889986329834068,0.9225972956561878,0.01529773119696148,26.789164440920565,0.8074489235877991
10,0.10009028460332957,0.003865173436022503,0.9213758658809812,0.021466150481254484,26.676546460318423,0.795330822467804
11,0.11073277290417134,0.003857099146355973,0.93121463157847,0.03890972813776082,26.608843741235756,0.8007173538208008
12,0.04024200739374322,0.0038269602575149424,0.9772157465379225,0.017457753935913447,26.37594280015499,0.7991606593132019
13,0.08760993499844442,0.003807155594503309,0.9398930811485516,0.0258105614082362,27.354748729746593,0.8251647353172302
14,0.21825445911047409,0.0037964746819936406,0.8690599691875122,0.07636880906211421,25.410001930375298,0.7457380890846252
15,0.5111190111573861,0.003868520158716551,0.7150372947205214,0.17291607674327505,25.66061300673426,0.762605607509613
16,0.21326604758314338,0.0038531877035354357,0.8714086650654991,0.06405848732774588,27.12324506725568,0.8140215277671814
17,0.02916700985156059,0.003759107738173845,0.9756745098231134,0.004841519718950569,26.284792323586167,0.7973454594612122
18,0.029024072123224304,0.0037409164627594488,0.9757121615723074,0.0047362337066170915,27.18625945911613,0.8134464025497437
19,0.02909494640229077,0.0037284685893781895,0.975615273249203,0.004710219667033973,26.786385063129096,0.8130730986595154
20,0.028986143910620963,0.0037216865128919733,0.9757508110022729,0.004736954913101085,25.92366808586555,0.8023490309715271
21,0.029152722531814924,0.003701157887333694,0.9756585126246989,0.004811235130341592,26.440638403766776,0.7898629307746887
22,0.029289972612063356,0.0036991721972952853,0.9756738036146577,0.004963776193309699,27.483930782955056,0.8242807984352112
23,0.030710544235044178,0.0036848973546510125,0.9742953389762036,0.005005883221180461,27.380638368122497,0.8133015036582947
24,0.02969695015406541,0.003669597525830243,0.9755384984287737,0.005235448551409154,27.526799396487732,0.8250091075897217
25,0.030379039639509376,0.0036639793603168978,0.9750154779746261,0.005394517522992333,27.684760924311576,0.8334404826164246
26,0.03071000800686678,0.003657420924482162,0.9750136890993002,0.005723697216191416,27.365999037196357,0.8189560770988464
27,0.030242763249579325,0.0036458660822098147,0.9757393216011329,0.0059820849252921185,26.826991977919366,0.813503623008728
28,0.03135254926193416,0.0036375180877219063,0.9747366730167892,0.006089222269969105,27.626924351659458,0.8221819400787354
29,0.030665040665131947,0.0036316060228415723,0.9755474944302726,0.006212535052125093,27.68319265261542,0.8315577507019043
30,0.03156618039736567,0.003618210828899086,0.97512576314033,0.006691943480922195,26.866985513361573,0.8025265336036682
